QUESTION_ID,TOPIC,SUBTOPIC,mock_appearance,bluebook_appearance,QUESTION_PROMPT
0ee64efc,EXPRESSIONS,Transitions,1000D Lower,,"In the 1850s, William Still was instrumental in helping nearly 1,000 people escape from slavery, earning him the moniker Ã¢â‚¬Å“the Father of the Underground Railroad.Ã¢â‚¬Â ______ despite the fame of his contributions during his lifetime, Still is discussed far less today than other prominent Black abolitionists from his era, such as Frederick Douglass and Harriet Tubman. Ã‚ Ã‚ Which choice completes the text with the most logical transition?"
0ee67e09,CRAFT,Words in Context,,,"Anthropologist Kristian J. Carlson and colleagues examined the fossilized clavicle and shoulder bones of a 3.6-million-year- old early hominin known as Ã¢â‚¬Å“Little Foot.Ã¢â‚¬Â They found that these bones were ______ the clavicle and shoulder bones of modern apes that are frequent climbers, such as gorillas and chimpanzees, suggesting that Little Foot had adapted to life in the trees. Which choice completes the text with the most logical and precise word or phrase?"
0f040c50,CRAFT,Words in Context,,,"The following text is from Yann MartelÃ¢â‚¬â„¢s 2001 novel Life of Pi. The narratorÃ¢â‚¬â„¢s family owned a zoo when he was a child.Ã‚ It was a huge zoo, spread over numberless acres, big enough to require a train to explore it, though it seemed to get smaller as I grew older, train included.Ã‚ Ã‚Â©2001 by Yann Martel As used in the text, what does the word Ã¢â‚¬Å“spreadÃ¢â‚¬Â most nearly mean?"
0f39b19c,ENGLISH_CONV,Boundaries,,,"After a spate of illnesses as a child, Wilma Rudolph was told she might never walk again. Defying all odds, Rudolph didnÃ¢â‚¬â„¢t just walk, she ______ the 1960 Summer Olympics in Rome, she won both the 100- and 200-meter dashes and clinched first place for her team in the 4x100-meter relay, becoming the first US woman to win three gold medals in a single Olympics. Which choice completes the text so that it conforms to the conventions of Standard English?"
0fa289a7,ENGLISH_CONV,Boundaries,1000D Upper,,"In 1955, Indian Bengali filmmaker Satyajit Ray released his first movie, Pather ______ quiet black-and-white drama about a family in rural India, RayÃ¢â‚¬â„¢s film was quite different from the loud, colorful action-romance movies that were popular at the time. Which choice completes the text so that it conforms to the conventions of Standard English?"
0fab0c90,EXPRESSIONS,Rhetorical Syntesis,,BB10 LOWER,"While researching a topic, a student has taken the following notes: The Gullah are a group of African Americans who have lived in parts of the southeastern United States since the 18th century. Gullah culture is influenced by West African and Central African traditions. Louise Miller Cohen is a Gullah historian, storyteller, and preservationist. She founded the Gullah Museum of Hilton Head Island, South Carolina, in 2003. Vermelle Rodrigues is a Gullah historian, artist, and preservationist. She founded the Gullah Museum of Georgetown, South Carolina, in 2003. The student wants to emphasize the duration and purpose of CohenÃ¢â‚¬â„¢s and RodriguesÃ¢â‚¬â„¢s work. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
0fe5ce68,ENGLISH_CONV,"Form, Structure, and Sense",,,"Ten of William ShakespeareÃ¢â‚¬â„¢s plays are classified as histories. Although each one of these plays, which include Henry V and Richard III, ______ on a single historical figure (specifically, an English king), some, such as Henry VI Part One and Henry VI Part Two, feature different episodes from the same monarchÃ¢â‚¬â„¢s life.Ã‚ Ã‚ Ã‚ Ã‚ Which choice completes the text so that it conforms to the conventions of Standard English?"
0ff8477b,ENGLISH_CONV,"Form, Structure, and Sense",,BB10 LOWER,"Food and the sensation of taste are central to Monique TruongÃ¢â‚¬â„¢s novels. In The Book of Salt, for example, the exiled character of BÃƒÂ¬nh connects to his native Saigon through the food he prepares, while in Bitter in the Mouth, the character of Linda ______ a form of synesthesia whereby the words she hears evoke tastes. Which choice completes the text so that it conforms to the conventions of Standard English?"
105ea6de,CRAFT,Cross-Text Connections,,,"Text 1 Growth in the use of novel nanohybridsÃ¢â‚¬â€materials created from the conjugation of multiple distinct nanomaterials, such as iron oxide and gold nanomaterials conjugated for use in magnetic imagingÃ¢â‚¬â€has outpaced studies of nanohybridsÃ¢â‚¬â„¢ environmental risks. Unfortunately, risk evaluations based on nanohybridsÃ¢â‚¬â„¢ constituents are not reliable: conjugation may alter constituentsÃ¢â‚¬â„¢ physiochemical properties such that innocuous nanomaterials form a nanohybrid that is anything but. Text 2 The potential for enhanced toxicity of nanohybrids relative to the toxicity of constituent nanomaterials has drawn deserved attention, but the effects of nanomaterial conjugation vary by case. For instance, it was recently shown that a nanohybrid of silicon dioxide and zinc oxide preserved the desired optical transparency of zinc oxide nanoparticles while mitigating the nanoparticlesÃ¢â‚¬â„¢ potential to damage DN"
1090b367,CRAFT,Text Structure & Purpose,,,"Today composer Scott Joplin is mainly celebrated for his catchy ragtime pieces Ã¢â‚¬Å“Maple Leaf RagÃ¢â‚¬Â and Ã¢â‚¬Å“The Entertainer.Ã¢â‚¬Â However, by overlooking his less famous works, listeners will miss the full range of JoplinÃ¢â‚¬â„¢s creativity. For instance, his waltz Ã¢â‚¬Å“Pleasant MomentsÃ¢â‚¬Â and his opera Treemonisha skillfully blend ragtime and classical music. These masterpieces deserve as much fame as JoplinÃ¢â‚¬â„¢s biggest hits. Which choice best states the main purpose of the text?"
109d5bbb,ENGLISH_CONV,Boundaries,901D Medium,,"With some 16,000 in attendance, the Second World Black and African Festival of Arts and ______ or FESTAC Ã¢â‚¬Ëœ77, as the event was more commonly knownÃ¢â‚¬â€became the largest pan-African event on record. FESTAC drew people from around the world to Lagos, Nigeria, for a monthlong celebration of Black and African art, scholarship, and activism. Which choice completes the text so that it conforms to the conventions of Standard English?"
10cd0327,EXPRESSIONS,Rhetorical Syntesis,,,"While researching a topic, a student has taken the following notes: A thermal inversion is a phenomenon where a layer of atmosphere is warmer than the layer beneath it. In 2022, a team of researchers studied the presence of thermal inversions in twenty-five gas giants. Gas giants are planets largely composed of helium and hydrogen. The team found that gas giants featuring a thermal inversion were also likely to contain heat-absorbing metals. One explanation for this relationship is that these metals may reside in a planetÃ¢â‚¬â„¢s upper atmosphere, where their absorbed heat causes an increase in temperature. The student wants to present the studyÃ¢â‚¬â„¢s findings to an audience already familiar with thermal inversions. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
